campana	168	114	0.596
campanales	134	97	0.58
campanals	54	64	0.458
campanario	1505	1478	0.505
campandegui	89	91	0.494
campanella	75	18	0.806
campaner	238	214	0.527
campanera	145	118	0.551
campanero	378	322	0.54
campanillas	30	20	0.6
campanini	27	5	0.844
campano	1370	1487	0.48
campanon	305	345	0.469
campanya	61	65	0.484
campaña	4061	4285	0.487
campaño	153	114	0.573
campañon	141	159	0.47
campas	304	221	0.579
campasol	74	71	0.51
campaya	90	63	0.588
campayo	1332	1270	0.512
campaz	28	30	0.483
campazas	70	101	0.409
campbell	730	133	0.846
campdelacreu	123	125	0.496
campdepadros	187	120	0.609
campdera	43	45	0.489
campderrich	50	17	0.746
campderros	240	209	0.535
campe	23	17	0.575
campean	225	1	0.996
campeanu	58	1	0.983
campelo	1160	1101	0.513
campelos	53	34	0.609
campelle	30	31	0.492
campello	1307	1428	0.478
campeny	326	281	0.537
campeño	108	99	0.522
campero	246	226	0.521
camperos	33	32	0.508
campesino	340	371	0.478
campi	297	252	0.541
campian	55	1	0.982
campillejo	269	280	0.49
campillo	9420	9160	0.507
campillos	1058	1052	0.501
campin	43	63	0.406
campina	63	75	0.457
campini	30	39	0.435
campino	72	72	0.5
campins	1039	987	0.513
campiña	232	234	0.498
campiñas	26	37	0.413
campiñez	185	179	0.508
campiño	64	88	0.421
campion	98	63	0.609
campisi	20	1	0.952
campistany	23	28	0.451
campistegui	22	24	0.478
campisto	25	46	0.352
campistol	47	30	0.61
campllonch	37	35	0.514
campmajo	177	190	0.482
campmany	441	388	0.532
campmol	38	34	0.528
campo cossio	40	32	0.556
campo	13114	13062	0.501
campoamor	343	281	0.55
campobadal	21	9	0.7
campocosio	22	15	0.595
campodarbe	73	50	0.593
campodarve	118	135	0.466
campodonico	57	40	0.588
campolier	49	39	0.557
campollo	108	120	0.474
campomanes	395	320	0.552
campomar	333	380	0.467
campon	806	807	0.5
campoo	125	97	0.563
campor	49	73	0.402
campora	36	26	0.581
camporredondo	54	70	0.435
camporro	354	331	0.517
campos guereta	20	7	0.741
campos	65885	66322	0.498
camposano	31	25	0.554
camposo	60	60	0.5
campoverde	1313	1202	0.522
campoy	5657	5804	0.494
campozano	76	60	0.559
campozo	37	46	0.446
campra	39	22	0.639
camprecios	118	131	0.474
camprodon	142	134	0.514
camprovin	50	63	0.442
camprubi	1421	1382	0.507
camps	7041	7011	0.501
campsolinas	23	23	0.5
campues	31	50	0.383
campus	39	29	0.574
campusano	156	124	0.557
campuzano	2574	2334	0.524
camuendo	61	40	0.604
camuesco	95	97	0.495
camuña	258	268	0.49
camuñas	1734	1762	0.496
camuñez	714	702	0.504
camus	965	908	0.515
camy	27	41	0.397
can	48	11	0.814
cana	825	741	0.527
canabal	645	609	0.514
canaca	21	39	0.35
canada	32	35	0.478
canadas	24	18	0.571
canadell	787	719	0.523
canades	31	31	0.5
canado	23	23	0.5
canal	4043	4167	0.492
canalas	22	1	0.957
canalda	563	555	0.504
canaldas	35	32	0.522
canale	126	50	0.716
canalejas	477	383	0.555
canalejo	1249	1237	0.502
canales	8056	8130	0.498
canaleta	354	414	0.461
canalias	218	217	0.501
canalis	213	256	0.454
canalo	70	69	0.504
canalos	49	1	0.98
canals	4056	3894	0.51
canamasas	50	34	0.595
cananau	25	1	0.962
canarias	51	37	0.58
canario	139	109	0.56
canas	905	913	0.498
canata	80	75	0.516
canaval	55	42	0.567
canaves	574	625	0.479
canavese	24	18	0.571
canaviri	156	147	0.515
canay	172	151	0.533
canaza	79	70	0.53
canca	433	397	0.522
cancel	28	22	0.56
cancela	2495	2437	0.506
cancelada	54	38	0.587
cancelas	589	649	0.476
cancelo	950	981	0.492
cancelos	41	49	0.456
cancer	416	371	0.529
cancillo	73	67	0.521
cancino	155	145	0.517
cancio donlebun	26	1	0.963
cancio	1307	1289	0.503
canciu	29	1	0.967
cancha	20	25	0.444
canchado	164	166	0.497
canchal	85	72	0.541
canchales	195	175	0.527
canchari	30	51	0.37
canchig	36	25	0.59
canchignia	24	23	0.511
canchingre	50	52	0.49
cancho	1301	1259	0.508
canda	306	309	0.498
candado	78	86	0.476
candal	1270	1193	0.516
candale	74	9	0.892
candales	111	130	0.461
candaliga	42	59	0.416
candalija	320	332	0.491
candame	103	137	0.429
candamil	90	82	0.523
candamio	100	126	0.442
candamo	107	86	0.554
candan	30	15	0.667
candanedo	363	390	0.482
candano	94	89	0.514
candas	251	208	0.547
candau	306	299	0.506
cande	117	12	0.907
candea	144	95	0.603
candeal	85	67	0.559
candeas	89	66	0.574
candedo	66	65	0.504
candeias	66	60	0.524
candeira	94	84	0.528
candel	2984	3043	0.495
candela	5036	5010	0.501
candelaria	202	167	0.547
candelario	984	921	0.517
candelas	1311	1387	0.486
candeleda	156	179	0.466
candelera	144	180	0.444
candelero	29	33	0.468
candelich	23	17	0.575
candelo	199	146	0.577
candenas	146	167	0.466
candendo	46	41	0.529
candia	912	856	0.516
candial	187	212	0.469
candida	67	61	0.523
candido	349	217	0.617
candil	877	939	0.483
candilejo	145	169	0.462
candiles	46	68	0.404
candina	75	72	0.51
candini	26	12	0.684
candiotti	32	20	0.615
cando	826	860	0.49
candocia	49	61	0.445
candoi	60	1	0.984
candon	1148	1158	0.498
candorcio	37	26	0.587
candrea	48	1	0.98
canduela	182	157	0.537
cane	128	110	0.538
canea	20	1	0.952
caneda	1015	1081	0.484
canedo	1505	1523	0.497
caneiro	675	614	0.524
canel	304	230	0.569
canela	1683	1633	0.508
canelada	306	379	0.447
canelas	287	237	0.548
canelo	785	735	0.516
canelon	33	42	0.44
canella	166	159	0.511
canellada	130	131	0.498
canellas	149	191	0.438
canelles	264	263	0.501
canencia	169	202	0.456
caneo	52	63	0.452
canepa	166	101	0.622
caner	112	83	0.574
canes	270	349	0.436
canessa	37	18	0.673
canet	3575	3703	0.491
canete	114	99	0.535
caneva	64	33	0.66
canevas	51	52	0.495
canflanca	35	52	0.402
canfran	148	95	0.609
canfranc	87	107	0.448
canga arguelles	21	42	0.333
canga	854	837	0.505
cangado	54	21	0.72
cangas	452	412	0.523
cangiano	22	18	0.55
cango	204	264	0.436
cangueiro	43	45	0.489
canha	32	23	0.582
canham	25	5	0.833
canhoto	35	45	0.438
canibe	116	85	0.577
canicio	143	126	0.532
canicoba	154	147	0.512
canido	84	87	0.491
caniego	196	211	0.482
canillas	602	498	0.547
canillo	72	91	0.442
canino	480	473	0.504
canis	34	28	0.548
canito	73	86	0.459
canitrot	161	154	0.511
caniuca	20	1	0.952
canive	137	100	0.578
canivell	131	88	0.598
canizales	67	74	0.475
canizas	40	51	0.44
canlas	20	10	0.667
canle	209	188	0.526
cann	27	6	0.818
cannas	25	29	0.463
cannata	27	7	0.794
canning	54	11	0.831
cannizzaro	44	1	0.978
cannizzo	26	7	0.788
cannon	131	12	0.916
cano caballero	80	62	0.563
cano cortes	26	16	0.619
cano magdaleno	24	27	0.471
cano manuel	33	20	0.623
cano	77552	77172	0.501
canoa	35	43	0.449
canoira	29	23	0.558
canomanuel	21	15	0.583
canon	115	98	0.54
canonico	94	59	0.614
canoniga	47	57	0.452
canonigo	73	65	0.529
canora	273	274	0.499
canorea	422	348	0.548
canos	794	744	0.516
canosa	2964	3081	0.49
canoura	338	338	0.5
canova	28	27	0.509
canovaca	175	164	0.516
canovas del castillo	30	34	0.469
canovas	12281	12131	0.503
canoves	302	309	0.494
canoyra	46	64	0.418
cans	39	21	0.65
cansado	664	738	0.474
canseco	1056	1111	0.487
canser	45	58	0.437
cansino	1036	1037	0.5
cansinos	42	44	0.488
cant	23	1	0.958
canta	146	103	0.586
cantabella	125	170	0.424
cantabrana	502	496	0.503
cantacorps	29	23	0.558
cantador	1017	1000	0.504
cantais	25	5	0.833
cantal	165	189	0.466
cantalapiedra	1476	1485	0.498
cantalejo	1938	1826	0.515
cantalejos	70	66	0.515
cantalicio	37	32	0.536
cantalosella	24	36	0.4
cantallops	703	739	0.488
cantan	53	57	0.482
cantano	190	199	0.488
cantar	21	1	0.955
cantaragiu	49	1	0.98
cantarell	169	168	0.501
cantarella	21	1	0.955
cantarellas	106	107	0.498
cantarero	2776	2724	0.505
cantarin	51	55	0.481
cantarini	25	13	0.658
cantarino	120	120	0.5
cantariño	92	84	0.523
cantavella	307	260	0.541
cantea	44	1	0.978
canteiro	33	44	0.429
cantelar	220	130	0.629
canteli	628	688	0.477
cantemir	23	1	0.958
cantenys	106	82	0.564
cantera	1389	1431	0.493
canteras	127	107	0.543
canteria	51	53	0.49
canterla	223	219	0.505
cantero	15304	15112	0.503
canteros	47	20	0.701
canti	135	138	0.495
cantillana	85	67	0.559
cantillano	21	22	0.488
cantillo	1054	1196	0.468
cantin	491	484	0.504
cantisan	20	26	0.435
cantisano	162	166	0.494
cantizani	68	30	0.694
cantizano	337	286	0.541
canto	6039	6120	0.497
cantolla	113	95	0.543
canton	4188	4153	0.502
cantonero	98	76	0.563
cantoni	47	13	0.783
cantons	78	61	0.561
cantor	116	112	0.509
cantora	81	95	0.46
cantoral	132	131	0.502
cantorna	65	62	0.512
cantos figuerola	30	5	0.857
cantos	6245	6059	0.508
cantu	49	47	0.51
cantua	21	19	0.525
cantuche	49	57	0.462
cantudo	293	207	0.586
cantuel	23	15	0.605
cantueso	75	66	0.532
cantuña	55	78	0.414
canturiense	49	41	0.544
canturri	81	111	0.422
cantus	47	25	0.653
cantwell	20	1	0.952
canu	44	1	0.978
canudas	617	624	0.497
canudo	81	127	0.389
canuria	34	21	0.618
canut	718	749	0.489
canuto	415	494	0.457
canyadell	28	14	0.667
canyameres	29	9	0.763
canyelles	174	108	0.617
canzobre	158	151	0.511
caña	710	810	0.467
cañabate	961	896	0.518
cañada	4588	4594	0.5
cañadas	6710	6687	0.501
cañadell	174	170	0.506
cañadilla	770	775	0.498
cañadillas	867	803	0.519
cañado	232	259	0.473
cañagueral	43	53	0.448
cañal	583	591	0.497
cañamaque	202	217	0.482
cañamares	602	558	0.519
cañamas	221	185	0.544
cañameras	169	184	0.479
cañamero	1999	2003	0.5
cañamon	56	50	0.528
cañar	367	353	0.51
cañardo	97	132	0.424
cañarte	155	126	0.552
cañas	9254	8809	0.512
cañasveras	97	134	0.42
cañavate	1224	1253	0.494
cañavera	45	29	0.608
cañaveral	293	303	0.492
cañaveras	1328	1256	0.514
cañedo arguelles	55	110	0.333
cañedo	783	808	0.492
cañego	120	139	0.463
cañellas	3036	3092	0.495
cañelles	42	57	0.424
cañeque	238	237	0.501
cañera	51	37	0.58
cañero	1279	1298	0.496
cañes	128	132	0.492
cañestro	742	732	0.503
cañet	56	65	0.463
cañete de cardenas	20	19	0.513
cañete	6950	6686	0.51
cañibano	1015	960	0.514
cañigral	89	50	0.64
cañigueral	245	165	0.598
cañil	59	74	0.444
cañis	113	82	0.579
cañisa	55	57	0.491
cañivano	38	20	0.655
cañiz	63	80	0.441
cañiza	44	44	0.5
cañizal	167	192	0.465
cañizales	24	13	0.649
cañizalez	28	19	0.596
cañizar	27	19	0.587
cañizares	5952	6113	0.493
cañizarez	24	25	0.49
cañizo	283	243	0.538
caño	2659	2480	0.517
cañola	76	64	0.543
cañon	1121	1220	0.479
cañones	209	231	0.475
caños	29	29	0.5
cañoto	63	76	0.453
cañuelo	571	497	0.535
cañueto	146	197	0.426
cao	3475	3079	0.53
capa	878	943	0.482
capablanca	28	30	0.483
capablo	161	149	0.519
capaces	83	93	0.472
capacete	331	284	0.538
capado	32	46	0.41
capafons	237	259	0.478
capalvo	33	44	0.429
capallera	67	67	0.5
capanaga	60	62	0.492
capano	29	7	0.806
capapay	21	20	0.512
capape	241	194	0.554
capapey	145	159	0.477
caparo	62	58	0.517
caparrini	26	33	0.441
caparro	31	59	0.344
caparros	7589	7119	0.516
caparroso	69	60	0.535
caparroz	204	228	0.472
capas	34	12	0.739
capasso	33	1	0.971
capata	198	1	0.995
capatan	24	1	0.96
capatana	30	1	0.968
capataz	91	69	0.569
capatina	259	9	0.966
capcha	86	91	0.486
capdeferro	50	46	0.521
capdepon	123	81	0.603
capdepont	41	33	0.554
capdequi	35	30	0.538
capdet	212	185	0.534
capdevila	6044	5923	0.505
capdevilla	46	90	0.338
capeans	191	138	0.581
capece	30	10	0.75
capel	2748	2695	0.505
capela	78	96	0.448
capelan	221	106	0.676
capelas	26	22	0.542
capelastegui	91	70	0.565
capelete	21	16	0.568
capelo	844	714	0.542
capell	826	781	0.514
capella	2059	2044	0.502
capellades	260	240	0.52
capellan	1176	1158	0.504
capellas	195	180	0.52
capellera	54	42	0.562
capelles	34	23	0.596
capelli	70	42	0.625
capellin	143	104	0.579
capellino	202	178	0.532
capello	28	12	0.7
capera	99	112	0.469
caperan	50	21	0.704
caperochipi	58	38	0.604
caperos	80	49	0.62
caperote	55	36	0.604
caperuchipi	20	19	0.513
capet	35	23	0.603
capeta	39	31	0.557
capetillo	180	198	0.476
capilnean	26	1	0.963
capilla	4847	5346	0.476
capillas	94	97	0.492
capin	209	207	0.502
capineti	23	14	0.622
capiña	33	24	0.579
capiscol	160	112	0.588
capistrano	35	29	0.547
capistros	93	89	0.511
capita	247	232	0.516
capitan	2475	2367	0.511
capitani	29	6	0.829
capitanu	42	1	0.977
capitas	150	167	0.473
caplea	42	1	0.977
caplliure	120	151	0.443
capllonch	218	250	0.466
capmany	81	90	0.474
capmare	21	1	0.955
capmartin	23	12	0.657
capo	2374	2317	0.506
capobianco	82	35	0.701
capon	596	557	0.517
capone	38	9	0.809
caporale	47	14	0.77
capota	71	1	0.986
capote	1516	1585	0.489
capozzi	21	6	0.778
cappa	144	111	0.565
capparelli	21	7	0.75
cappelletti	47	18	0.723
cappelli	36	1	0.973
cappello	54	8	0.871
capper	25	1	0.962
cappiello	31	6	0.838
capponi	27	1	0.964
cappuccio	29	8	0.784
capra	218	11	0.952
capracci	25	12	0.676
caprani	20	37	0.351
caprar	34	1	0.971
caprara	29	5	0.853
caprariu	24	1	0.96
capraru	177	8	0.957
caprile	52	40	0.565
capriles	54	57	0.486
capris	27	1	0.964
capristan	26	12	0.684
capsa	20	1	0.952
capsada	58	56	0.509
capseta	70	44	0.614
capsi	63	45	0.583
capsir	124	165	0.429
capuano	37	15	0.712
capuchino	113	140	0.447
capucho	20	22	0.476
capulino	31	34	0.477
capurro	106	102	0.51
capus	22	5	0.815
capusan	35	5	0.875
caputi	45	28	0.616
caputo	158	70	0.693
caputto	166	159	0.511
capuz	309	311	0.498
cara	2537	2337	0.521
carabaca	48	40	0.545
carabajal	138	95	0.592
carabajo	63	54	0.538
carabal	141	138	0.505
carabali	288	205	0.584
caraballero	78	61	0.561
caraballo	4208	4159	0.503
caraban	63	19	0.768
carabante	216	228	0.486
carabantes	661	697	0.487
carabaña	126	113	0.527
carabaño	267	256	0.511
carabas	30	1	0.968
carabasa	89	73	0.549
carabaza	99	94	0.513
carabe	132	135	0.494
carabel	214	180	0.543
carabelos	164	183	0.473
carabella	71	39	0.645
carabet	32	1	0.97
carabi	27	17	0.614
carabia	55	79	0.41
carabias	1160	1108	0.511
carabot	42	36	0.538
carabulea	34	1	0.971
carabus	36	52	0.409
caracas	45	27	0.625
caracciolo	66	36	0.647
caracena	489	441	0.526
caraciolo	22	19	0.537
caracoche	32	28	0.533
caracol	74	67	0.525
caracostea	22	1	0.957
caracuel	1221	1071	0.533
caracundo	22	11	0.667
caraduje	66	53	0.555
carafi	106	110	0.491
caragea	122	1	0.992
caragol	27	41	0.397
caraguay	67	64	0.511
caraian	36	1	0.973
caraiman	65	1	0.985
caraivan	50	1	0.98
caral	43	71	0.377
caralampio	48	28	0.632
caralps	97	67	0.591
caralt	567	514	0.525
caralto	59	43	0.578
caram	23	19	0.548
caramalau	23	1	0.958
caraman	77	1	0.987
caramanzana	91	81	0.529
caramazana	338	306	0.525
carambano	26	18	0.591
carame	161	162	0.498
caramelo	122	85	0.589
carames	1615	1576	0.506
caramet	62	1	0.984
caramida	30	1	0.968
caramidaru	38	1	0.974
caramizaru	25	1	0.962
caran	24	1	0.96
caranca	22	18	0.55
carande	113	99	0.533
carandell	161	159	0.503
carando	20	5	0.8
caranfil	40	1	0.976
caranqui	50	49	0.505
carañana	130	136	0.489
carapeto	212	194	0.522
carapinha	22	24	0.478
carapuig	50	34	0.595
cararach	54	53	0.505
carare	78	5	0.94
caras	110	78	0.585
carasa	334	375	0.471
carasatorre	33	22	0.6
caraset	35	41	0.461
carasol	48	32	0.6
carasusan	110	105	0.512
carate	23	11	0.676
caraus	30	1	0.968
carausu	50	1	0.98
caravaca	4208	4185	0.501
caravajal	32	23	0.582
caravan	22	1	0.957
caravante	131	177	0.425
caravantes	440	296	0.598
carave	84	100	0.457
caravello	22	1	0.957
caraver	46	40	0.535
caravera	22	35	0.386
caraves	34	44	0.436
caravia	115	118	0.494
caravias	28	24	0.538
carayol	527	516	0.505
caraza	27	36	0.429
carazas	43	34	0.558
carazo	2719	2640	0.507
carbajal	2072	2226	0.482
carbajales	584	639	0.478
carbajo	4499	4311	0.511
carbajosa	711	644	0.525
carbalho	33	36	0.478
carballa	630	770	0.45
carballada	174	193	0.474
carballal	1443	1458	0.497
carballar	657	560	0.54
carballares	166	176	0.485
carballas	108	83	0.565
carballat	44	23	0.657
carballeda	533	469	0.532
carballedo	196	231	0.459
carballeira	1700	1705	0.499
carballeiro	51	89	0.364
carballera	28	28	0.5
carballes	394	331	0.543
carballido	1774	1770	0.501
carballo	16120	16101	0.5
carballosa	61	83	0.424
carballude	179	164	0.522
carbasa	24	29	0.453
carbassa	31	15	0.674
carbayeda	42	10	0.808
carbayo	406	347	0.539
carbelo	137	134	0.506
carbellido	136	143	0.487
carbi	70	86	0.449
carbia	396	476	0.454
carbo	4275	3942	0.52
carbon	416	398	0.511
carbona	46	45	0.505
carbone	194	120	0.618
carbonel	441	403	0.523
carbonell	16604	16179	0.506
carbonera	30	42	0.417
carboneras	395	352	0.529
carboneres	68	46	0.596
carbonero	1607	1679	0.489
carboneros	21	22	0.488
carbones	251	232	0.52
carboni	87	13	0.87
carbu	34	28	0.548
carbunaru	77	1	0.987
carbune	61	1	0.984
carcaba	132	113	0.539
carcaboso	211	163	0.564
carcacia	51	53	0.49
carcajo	23	41	0.359
carcajona	32	47	0.405
carcamo	976	924	0.514
carcaño	141	170	0.453
carcar	117	109	0.518
carcas	260	230	0.531
carcases	50	90	0.357
carcasona	187	186	0.501
carcassona	28	10	0.737
carcavilla	273	344	0.442
carcedo	1194	1118	0.516
carcel	1445	1477	0.495
carcela	91	75	0.548
carcele	64	45	0.587
carcelen	1660	1625	0.505
carcelero	91	66	0.58
carceles	2642	2384	0.526
carcelle	142	94	0.602
carceller	1880	2028	0.481
carcereny	74	64	0.536
carci	38	29	0.567
carcia	30	39	0.435
carciente	31	10	0.756
carcoba	148	118	0.556
carcole	64	51	0.557
carcu	35	1	0.972
carculea	23	1	0.958
carchano	149	154	0.492
carchena	25	49	0.338
carchenilla	180	177	0.504
carchi	160	149	0.518
carchipulla	82	104	0.441
carda	502	542	0.481
cardaba	646	581	0.526
cardador	596	584	0.505
cardalda	323	341	0.486
cardalliaguet	63	37	0.63
cardama	284	324	0.467
cardaño	67	83	0.447
cardarelli	44	11	0.8
cardas	57	42	0.576
cardedal	31	26	0.544
cardeiro	74	89	0.454
cardeli	66	49	0.574
cardelo	44	41	0.518
cardelus	106	89	0.544
cardell	476	474	0.501
cardella	27	22	0.551
cardellach	98	92	0.516
cardellat	69	76	0.476
cardelle	165	173	0.488
cardelles	23	22	0.511
cardelli	34	1	0.971
cardells	112	86	0.566
cardemil	27	24	0.529
carden	21	5	0.808
cardena	114	164	0.41
cardenal	1480	1422	0.51
cardenas	17570	17404	0.502
cardenes	1381	1414	0.494
cardenete	580	554	0.511
cardeno	240	253	0.487
cardeña	850	830	0.506
cardeñas	311	336	0.481
cardeñes	41	54	0.432
cardeñosa	1126	1148	0.495
cardeñoso	411	456	0.474
cardera	80	91	0.468
cardero	496	550	0.474
carderon	22	11	0.667
cardes	24	14	0.632
cardesa	140	119	0.541
cardesin	121	98	0.553
cardeso	76	69	0.524
cardet	101	93	0.521
cardete	191	234	0.449
cardezo	38	51	0.427
cardiel	1238	1443	0.462
cardil	63	60	0.512
cardila	44	28	0.611
cardillo	61	42	0.592
cardin	392	361	0.521
cardinal	30	27	0.526
cardinale	37	6	0.86
cardinali	34	11	0.756
cardis	22	1	0.957
cardito	36	32	0.529
cardizales	58	43	0.574
cardo	1697	1811	0.484
cardon	32	8	0.8
cardona	14674	14210	0.508
cardone	57	11	0.838
cardoner	187	150	0.555
cardos	609	619	0.496
cardosa	330	347	0.487
cardoso	5311	5138	0.508
cardoza	123	108	0.532
cardozo	1676	1431	0.539
cardus	400	403	0.498
cardwell	35	1	0.972
care	24	10	0.706
careaga	675	663	0.504
carela	100	103	0.493
carelli	38	14	0.731
carenas	122	145	0.457
careno	53	51	0.51
carenys	24	26	0.48
careta	83	84	0.497
caretti	27	1	0.964
carey	167	25	0.87
cargol	117	114	0.506
cargua	97	110	0.469
carhuamaca	47	33	0.588
carhuapoma	21	14	0.6
carhuaricra	28	9	0.757
carhuatocto	22	1	0.957
cari	71	64	0.526
caria	40	13	0.755
cariaga	60	49	0.55
carias	157	191	0.451
cariciolo	38	36	0.514
caricol	201	286	0.413
carid	77	18	0.811
caridad	744	740	0.501
caridade	20	7	0.741
caride	1560	1309	0.544
cariello	25	16	0.61
carilimdiliman	21	20	0.512
carilla	288	234	0.552
carillo	49	101	0.327
carim	36	72	0.333
carin	29	14	0.674
caringal	93	97	0.489
carini	50	8	0.862
cariñana	95	88	0.519
cariñanos	165	170	0.493
cariñena	415	319	0.565
cariño	127	84	0.602
carisimo	31	39	0.443
carita	28	45	0.384
caritg	152	135	0.53
carjan	46	1	0.979
carla	40	54	0.426
carlan	51	1	0.981
carlavilla	244	231	0.514
carle	61	41	0.598
carleos	42	54	0.438
carlero	79	82	0.491
carles tolra	26	24	0.52
carles	1652	1629	0.504
carlet	34	41	0.453
carletti	35	11	0.761
carli	43	22	0.662
carlier	103	49	0.678
carlig	22	1	0.957
carlin	311	270	0.535
carlini	42	24	0.636
carlino	51	11	0.823
carlo	67	45	0.598
carlon	317	252	0.557
carlos roca	27	67	0.287
carlos	1792	1950	0.479
carlosama	84	77	0.522
carlosena	35	42	0.455
carlota	27	19	0.587
carlsen	22	10	0.688
carlson	42	16	0.724
carlsson	96	21	0.821
carlton	41	1	0.976
carlucci	35	16	0.686
carlus	29	30	0.492
carmaniu	24	7	0.774
carme	83	60	0.58
carmelo	168	211	0.443
carmen	225	266	0.458
carmena	1342	1327	0.503
carmenado	35	39	0.473
carmenate	57	72	0.442
carmenates	20	27	0.426
carmenati	26	27	0.491
carmenatis	47	49	0.49
carmenaty	50	39	0.562
carmenes	92	96	0.489
carmeno	31	37	0.456
carmet	54	40	0.574
carmichael	53	1	0.981
carminati	21	1	0.955
carmo	56	46	0.549
carmoega	22	13	0.629
carmona	51641	52485	0.496
carmuega	117	158	0.425
carmueja	20	20	0.5
carnacea	127	126	0.502
carnal	119	160	0.427
carnaru	21	1	0.955
carnasa	26	20	0.565
carne	836	766	0.522
carneado	152	141	0.519
carneala	21	1	0.955
carneiro	1618	1729	0.483
carner	168	136	0.553
carnerero	1398	1252	0.528
carnero	3929	4020	0.494
carneros	1103	1079	0.505
carnes	227	224	0.503
carnevale	71	19	0.789
carnevali	62	56	0.525
carney	53	9	0.855
carnicas	35	36	0.493
carnice	249	210	0.542
carnicer	1414	1361	0.51
carnicero	2452	2282	0.518
carnota	546	470	0.537
carnoto	37	15	0.712
caro de la barrera	90	38	0.703
caro	20734	20528	0.502
carod	353	315	0.528
carol	964	868	0.526
carola	117	150	0.438
carollo	192	228	0.457
caron	128	141	0.476
carone	36	7	0.837
caros	113	123	0.479
carot	469	418	0.529
carou	692	684	0.503
caroz	38	40	0.487
carozo	77	84	0.478
carozzi	24	1	0.96
carp	395	22	0.947
carpa	27	12	0.692
carpaci	169	1	0.994
carpaciu	31	1	0.969
carpache	35	11	0.761
carpallo	220	264	0.455
carpe	234	190	0.552
carpen	33	1	0.971
carpena	1579	1544	0.506
carpente	283	239	0.542
carpenter	136	35	0.795
carpentier	60	18	0.769
carpeño	132	119	0.526
carpes	161	133	0.548
carpetano	52	40	0.565
carpi	456	490	0.482
carpinteiro	59	49	0.546
carpinter	31	38	0.449
carpintero	4694	4506	0.51
carpio	5554	5499	0.502
carpiuc	23	1	0.958
carpizo	191	180	0.515
carpov	30	1	0.968
carque	59	70	0.457
carques	151	193	0.439
carr	317	60	0.841
carra	238	174	0.578
carrabeo	77	73	0.513
carrabina	51	40	0.56
carracedo	4285	4232	0.503
carracelas	263	255	0.508
carragal	159	146	0.521
carrajo	75	78	0.49
carral	1942	1960	0.498
carralafuente	44	59	0.427
carralcazar	74	88	0.457
carralero	1386	1332	0.51
carralon	168	143	0.54
carrals	37	43	0.463
carrallo	42	14	0.75
carramal	119	99	0.546
carramiñana	503	500	0.501
carramolino	449	439	0.506
carramolinos	22	12	0.647
carrance	20	21	0.488
carrancedo	37	37	0.5
carranceja	36	50	0.419
carrancia	26	14	0.65
carrancio	274	246	0.527
carranco	405	389	0.51
carrancho	59	60	0.496
carrandi	139	127	0.523
carrano	28	12	0.7
carranque	38	50	0.432
carranza	5568	5399	0.508
carranzo	50	42	0.543
carrapiso	33	38	0.465
carrara	94	54	0.635
carraro	50	11	0.82
carras	21	24	0.467
carrascal	2879	2799	0.507
carrasco muñoz	35	35	0.5
carrasco	63120	62682	0.502
carrascon	277	236	0.54
carrascos	20	29	0.408
carrascosa	6532	6698	0.494
carrascoso	402	465	0.464
carrasquedo	42	25	0.627
carrasquel	40	52	0.435
carrasqueño	30	36	0.455
carrasquer	476	461	0.508
carrasquero	110	153	0.418
carrasquet	35	58	0.376
carrasquilla	990	1125	0.468
carrasson	25	23	0.521
carratala	1889	1695	0.527
carrato	65	87	0.428
carrau	136	115	0.542
carraveo	20	12	0.625
carravilla	139	192	0.42
carrazana	82	77	0.516
carrazedo	23	21	0.523
carrazo	38	28	0.576
carrazon	60	56	0.517
carrazoni	107	102	0.512
carre	584	486	0.546
carredano	46	38	0.548
carregado	52	45	0.536
carregal	412	389	0.514
carregalo	77	88	0.467
carregui	164	139	0.541
carreira	3600	3432	0.512
carreiras	360	403	0.472
carreiro	382	393	0.493
carreja	53	40	0.57
carrelero	23	40	0.365
carrelo	38	50	0.432
carrelon	61	41	0.598
carrellan	232	181	0.562
carreno	25	32	0.439
carreño	10157	10142	0.5
carreon	105	144	0.422
carrer	68	50	0.576
carrera	17863	18556	0.49
carreras candi	24	17	0.585
carreras	9718	9385	0.509
carrere	264	274	0.491
carreres	1021	1111	0.479
carrero blanco	46	12	0.793
carrero	6779	6855	0.497
carres	113	102	0.526
carret	40	46	0.465
carreta	73	58	0.557
carretas	65	60	0.52
carrete	653	648	0.502
carreter	66	66	0.5
carretero	19149	18943	0.503
carretie	57	38	0.6
carreto	702	588	0.544
carreton	662	622	0.516
carrey	95	63	0.601
carriazo	300	382	0.44
carriba	117	118	0.498
carribero	43	47	0.478
carrica	100	101	0.498
carricaburu	57	41	0.582
carricajo	181	165	0.523
carricas	48	39	0.552
carricoba	92	71	0.564
carricondo	806	746	0.519
carriches	210	208	0.502
carriedo	443	513	0.463
carriel	248	235	0.513
carrier	30	1	0.968
carriere	58	22	0.725
carrieri	22	15	0.595
carriet	58	51	0.532
carril	2574	2803	0.479
carrilero	1213	1119	0.52
carriles	393	369	0.516
carrilho	71	50	0.587
carrillejo	22	52	0.297
carrillero	60	51	0.541
carrillo albornoz	43	46	0.483
carrillo de albornoz	295	277	0.516
carrillo	38197	38082	0.501
carrillos	49	59	0.454
carrin	24	18	0.571
carrington	64	1	0.985
carrio	2105	2178	0.491
